Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
12.27,64.64,0.082,24789.87342,11646.20061,12763.37349
12.28,64.34,0.08,25342.78481,12164.13374,13162.40964
12.25,64.47,0.086,26290.63291,12441.33739,13590.36145
12.31,64.51,0.083,27226.32911,12645.59271,13370.60241
12.52,64.97,0.082,27943.29114,13240.12158,13775.42169
12.53,64.87,0.08,28441.51899,13484.49848,14191.80723
12.6,65.98,0.083,29322.53165,13889.3617,14648.6747
12.63,66.34,0.082,29784.3038,14126.44377,15070.84337
12.81,65.21,0.083,30367.59494,14027.96353,15070.84337
12.92,64.71,0.083,31546.32911,14421.8845,15423.61446
12.99,63.74,0.082,32712.91139,14542.24924,15764.81928
13.1,63.57,0.084,33211.13924,14702.73556,16088.6747
13.22,63.57,0.085,33205.06329,15103.95137,16077.10843
13.36,61.8,0.085,33563.5443,15103.95137,16169.63855
13.45,61.84,0.084,33843.03797,14421.8845,16192.77108
13.49,59.63,0.085,34632.91139,14389.05775,16476.14458
13.57,60.13,0.087,35210.12658,14575.07599,16603.37349
13.56,59.23,0.084,35155.44304,14494.83283,16747.95181
13.71,58.23,0.085,35355.94937,14421.8845,16736.38554
13.83,56.19,0.087,35410.63291,14826.74772,16759.51807
13.88,57.96,0.085,35143.29114,14866.8693,16950.36145
13.97,58.46,0.085,35289.11392,14801.21581,17066.0241
14.16,58.2,0.084,35240.50633,15009.11854,17066.0241
14.04,56.16,0.084,35684.05063,14990.88146,17037.10843
13.66,60.0,0.089,36145.82278,15122.18845,17476.62651
12.68,65.14,0.084,36449.62025,15238.90578,17441.92771
13.23,64.51,0.083,36291.64557,15100.30395,17436.14458
13.52,63.57,0.088,36388.86076,15377.5076,17447.71084
13.68,60.83,0.081,36085.06329,15384.80243,17540.24096
13.76,58.63,0.084,35611.13924,15246.20061,17563.37349
13.8,57.8,0.087,35434.93671,15286.32219,17482.40964
13.65,59.0,0.085,35380.25316,15093.00912,17407.22892
13.77,58.26,0.085,35264.81013,15249.84802,17493.9759
13.91,59.03,0.086,34888.10127,15289.9696,17621.20482
13.9,58.43,0.085,34790.88608,15260.79027,17332.04819
13.9,56.93,0.085,34760.50633,15147.72036,17280.0
14.1,56.89,0.086,34663.29114,15384.80243,17135.42169
13.99,56.36,0.089,34286.58228,15308.20669,17170.12048
13.96,54.39,0.084,33648.60759,15133.1307,16956.14458
13.89,55.69,0.086,33818.73418,14961.70213,16828.91566
13.78,56.46,0.087,33618.22785,14961.70213,16898.31325
13.8,57.26,0.086,33332.65823,14804.86322,16811.56627
13.8,58.23,0.081,33071.39241,14564.13374,16852.04819
13.89,57.5,0.083,32804.05063,14447.41641,16626.50602
13.81,56.96,0.081,32609.62025,14429.17933,16539.75904
13.71,56.29,0.084,32421.26582,14487.53799,16597.59036
13.67,56.46,0.085,32536.70886,14381.76292,16776.86747
13.64,58.96,0.091,32694.68354,14524.01216,16950.36145
13.65,59.13,0.089,32378.73418,15439.51368,17447.71084
13.75,57.56,0.085,33284.05063,15767.78116,18534.93976
13.77,56.99,0.086,32852.65823,18649.24012,20316.14458
14.0,55.83,0.087,35009.62025,20823.1003,22791.3253
13.98,53.99,0.087,37944.3038,22756.231,24375.90361
13.8,55.16,0.084,39730.63291,23606.07903,25243.37349
13.67,56.13,0.083,41097.72152,24496.04863,25682.89157
13.52,57.93,0.086,41437.97468,24685.71429,25896.86747
13.34,59.0,0.088,41614.17722,24820.66869,25989.39759
13.34,59.47,0.086,41626.32911,24886.32219,26024.09639
13.37,59.43,0.086,41595.94937,25013.98176,26197.59036
13.44,59.3,0.089,41219.24051,25185.41033,26319.03614
13.29,59.63,0.088,41620.25316,25185.41033,26394.21687
13.18,60.23,0.088,41881.51899,25280.24316,26290.12048
13.06,61.17,0.085,42227.8481,25429.78723,26342.16867
12.97,62.2,0.09,42209.62025,25520.97264,26533.01205
12.82,62.94,0.089,42422.27848,25725.22796,26521.44578
12.72,63.44,0.089,42288.60759,25670.51672,26400.0
12.75,63.67,0.091,42483.03797,25889.3617,26480.96386
12.8,63.67,0.089,42774.68354,25980.54711,26388.43373
12.62,64.11,0.087,42956.96203,26254.10334,26388.43373
12.59,64.27,0.09,43218.22785,26432.82675,26428.91566
12.57,63.97,0.091,43181.77215,26513.06991,25920.0
12.45,64.84,0.086,42829.36709,26509.42249,25613.49398
12.36,64.97,0.088,42312.91139,26166.56535,25677.10843
12.33,64.91,0.084,42106.32911,26221.2766,25503.61446
12.22,65.38,0.084,41547.34177,25976.8997,25087.22892
12.13,65.38,0.084,41085.56962,25582.97872,24907.95181
12.16,65.24,0.087,40447.59494,25517.32523,24746.0241
12.2,64.87,0.089,39773.16456,25345.89666,24676.62651
12.19,64.31,0.089,39499.74684,24897.26444,24127.22892
12.13,64.47,0.088,38867.8481,24576.29179,23774.45783
11.96,64.64,0.083,38150.88608,23890.57751,23259.75904
11.25,67.05,0.083,37373.16456,23456.53495,22953.25301
10.88,69.48,0.09,36346.32911,22953.19149,22490.60241
10.91,69.35,0.083,35398.48101,22541.03343,21588.43373
10.57,70.8,0.076,34104.3038,21749.54407,20877.10843
10.68,71.4,0.088,33308.35443,21027.35562,20593.73494
10.35,73.4,0.085,31837.97468,20126.44377,20009.63855
10.49,73.4,0.09,30902.27848,19787.23404,19396.62651
10.04,73.3,0.084,30331.13924,18838.90578,18685.3012
9.59,75.5,0.084,29717.46835,18401.21581,17962.40964
9.34,78.1,0.084,28854.68354,17978.1155,17569.15663
9.35,79.0,0.081,27888.60759,17405.47112,17158.55422
9.27,79.6,0.087,27220.25316,16931.30699,16771.08434
9.45,80.0,0.082,26557.97468,16417.02128,16528.19277
9.42,80.0,0.08,26108.35443,16161.70213,16291.08434
9.29,80.3,0.08,25683.03797,15789.66565,16082.89157
9.19,80.7,0.085,24893.16456,15508.81459,15770.60241
9.13,81.7,0.085,24522.53165,15206.07903,15556.62651
9.55,82.2,0.084,23921.01266,14910.6383,15360.0
9.15,80.5,0.079,23835.94937,14564.13374,15279.03614
8.99,81.5,0.086,23726.58228,14337.99392,15018.79518
9.29,81.2,0.09,23562.53165,14115.50152,14932.04819
9.36,80.2,0.082,23368.10127,13955.0152,14741.20482
9.24,79.7,0.087,23088.60759,13732.5228,14787.46988
9.24,79.2,0.088,23027.8481,13637.68997,14608.19277
8.77,80.3,0.084,22638.98734,13572.03647,14440.48193
8.75,79.9,0.082,22626.83544,13593.92097,14400.0
8.29,80.6,0.081,22572.1519,13386.01824,14284.33735
8.36,81.2,0.087,22304.81013,13458.96657,14307.46988
8.66,81.4,0.082,21897.72152,13458.96657,14197.59036
8.54,81.2,0.082,21922.02532,13334.95441,14070.36145
8.64,81.6,0.083,21903.79747,13302.12766,14058.79518
9.14,80.6,0.087,22001.01266,13229.17933,14162.89157
9.5,78.9,0.083,22043.5443,13316.71733,14139.75904
9.59,77.2,0.089,22219.74684,13123.40426,14047.22892
9.64,77.1,0.088,22201.51899,13170.82067,13925.78313
9.7,76.9,0.084,22086.07595,13345.89666,14116.62651
9.76,76.8,0.083,21976.70886,13302.12766,14029.87952
10.03,76.6,0.086,22019.24051,13269.30091,13954.6988
10.12,75.3,0.086,22244.05063,13513.67781,14133.9759
9.82,77.1,0.084,22128.60759,13630.39514,14191.80723
9.95,76.4,0.08,22347.34177,13692.40122,14423.13253
10.21,75.9,0.084,22541.77215,13944.07295,14434.6988
10.14,75.3,0.081,22699.74684,14038.90578,14521.44578
10.0,75.9,0.086,23793.41772,14534.95441,14995.66265
10.02,75.9,0.086,24528.60759,15122.18845,15244.33735
9.99,76.5,0.086,24656.20253,15045.59271,14972.53012
10.05,76.6,0.084,24747.34177,14866.8693,14885.78313
10.18,76.6,0.088,25196.96203,15133.1307,14810.60241
10.24,76.1,0.083,25518.98734,15180.54711,14689.15663
10.14,76.5,0.086,25209.11392,14874.16413,14567.71084
10.18,76.9,0.086,24704.81013,14866.8693,14064.57831
10.19,76.6,0.08,24182.27848,15351.97568,13370.60241
9.71,77.8,0.086,23969.62025,15184.19453,12242.89157
9.4,78.3,0.083,23884.55696,14841.33739,11670.36145
9.03,79.8,0.086,23696.20253,14830.39514,11196.14458
8.9,80.4,0.084,23763.03797,14556.83891,10947.46988
8.81,81.1,0.087,24565.06329,14859.57447,11138.31325
8.85,81.7,0.082,25184.81013,15767.78116,11410.12048
8.98,82.0,0.083,25901.77215,16183.58663,11624.09639
9.0,81.9,0.083,26229.87342,16584.80243,11705.06024
8.96,82.6,0.08,26685.56962,16869.30091,11971.08434
9.09,82.6,0.08,27007.59494,17018.84498,12312.28916
8.87,82.3,0.081,27554.43038,17565.95745,12613.01205
8.73,82.4,0.081,28398.98734,17872.34043,12942.6506
8.75,82.7,0.085,28848.60759,18375.68389,13260.72289
9.04,82.8,0.083,29516.96203,18820.66869,13567.22892
9.63,82.1,0.085,29930.12658,18930.09119,13931.56627
9.92,80.9,0.09,30555.94937,19116.10942,14301.68675
10.5,80.8,0.084,31449.11392,19127.05167,15001.44578
10.74,79.1,0.087,31923.03797,18379.33131,15840.0
11.02,78.7,0.08,32718.98734,19043.16109,16233.25301
11.3,77.3,0.088,33126.07595,19342.24924,16690.12048
11.92,76.2,0.082,33253.67089,19663.22188,16800.0
12.42,74.3,0.082,33751.89873,19955.0152,16898.31325
12.7,72.5,0.078,33891.64557,19696.04863,17129.63855
13.01,71.0,0.083,34608.60759,19845.59271,17465.06024
13.15,70.6,0.083,35283.03797,19860.18237,17852.53012
13.26,70.8,0.081,36145.82278,20079.02736,17939.27711
13.03,72.4,0.082,36309.87342,20407.29483,17933.49398
13.11,72.0,0.081,36856.70886,20432.82675,17916.14458
13.29,71.6,0.081,36583.29114,20447.41641,18066.50602
13.62,69.08,0.081,36662.27848,20615.19757,18506.0241
13.96,65.94,0.081,36905.31646,21144.07295,18257.3494
14.09,63.47,0.085,37099.74684,20939.81763,18558.07229
14.15,63.57,0.082,36978.22785,21078.41945,18708.43373
14.19,62.84,0.083,37105.82278,20768.38906,19038.07229
13.75,65.28,0.083,37203.03797,20476.59574,18980.24096
13.93,65.74,0.084,37306.32911,20578.7234,18881.92771
14.12,65.81,0.081,36917.46835,20494.83283,18783.61446
14.37,63.11,0.084,36546.83544,19995.13678,18922.40964
14.52,62.14,0.083,36723.03797,20111.8541,18841.44578
14.51,61.9,0.084,36923.5443,20119.14894,18615.90361
14.55,60.83,0.084,36662.27848,20775.68389,17632.77108
14.57,60.47,0.087,36583.29114,21826.13982,17008.19277
14.58,59.93,0.082,35981.77215,22179.93921,17054.45783
14.54,59.43,0.084,35605.06329,22128.87538,17013.9759
14.34,57.5,0.083,35744.81013,22121.58055,16788.43373
14.28,56.76,0.085,35860.25316,22424.31611,16701.68675
14.53,55.79,0.081,35702.27848,22088.7538,16655.42169
14.4,55.36,0.087,35665.82278,22150.75988,16742.16867
14.31,56.43,0.087,35307.34177,21651.06383,16811.56627
14.38,56.59,0.084,34754.43038,21187.84195,16765.3012
14.52,55.29,0.085,34681.51899,21202.43161,16730.60241
14.38,57.33,0.084,34851.64557,21056.53495,16574.45783
14.33,57.16,0.086,34699.74684,21012.76596,16661.20482
14.69,56.19,0.082,34657.21519,21071.12462,16643.85542
14.94,56.19,0.083,34863.79747,21217.02128,16638.07229
15.15,54.92,0.087,35106.83544,20987.23404,16620.72289
15.09,54.19,0.085,35234.43038,20899.69605,16950.36145
14.9,54.79,0.084,34888.10127,21074.77204,17187.46988
14.77,54.62,0.085,34693.67089,21351.97568,17528.6747
14.73,56.13,0.085,35204.05063,21862.61398,17962.40964
14.52,56.79,0.083,36443.5443,22417.02128,19020.72289
14.33,57.8,0.086,37956.4557,23139.20973,20576.38554
14.18,59.27,0.088,39129.11392,24361.09422,23201.92771
14.03,60.7,0.088,42142.78481,26093.61702,24740.24096
13.79,62.24,0.082,43837.97468,27001.82371,25573.01205
13.39,63.87,0.084,44421.26582,27461.39818,25891.08434
13.15,64.47,0.085,44627.8481,27333.7386,26209.15663
13.02,65.88,0.083,45028.86076,27621.8845,26405.78313
12.82,66.84,0.084,44876.96203,27472.34043,26388.43373
12.55,68.05,0.085,44919.49367,27362.91793,26313.25301
12.47,69.25,0.086,45041.01266,27286.32219,26382.6506
12.29,70.6,0.082,45144.3038,27282.67477,26469.39759
12.13,71.4,0.084,44943.79747,27330.09119,26469.39759
12.02,72.1,0.087,44536.70886,27330.09119,26313.25301
12.08,71.1,0.09,44439.49367,27100.30395,26232.28916
12.05,70.9,0.087,44427.34177,26976.29179,26116.62651
11.98,71.6,0.089,44342.27848,26947.11246,26186.0241
12.01,71.6,0.088,44712.91139,27165.95745,26492.53012
12.05,70.4,0.083,44883.03797,27151.36778,26689.15663
12.03,69.92,0.085,44706.83544,27249.84802,26839.51807
11.96,70.1,0.087,44372.65823,27224.31611,26833.73494
11.87,70.2,0.087,44093.16456,27220.66869,26827.95181
11.88,69.95,0.088,43686.07595,27151.36778,26423.13253
11.73,69.92,0.088,43449.11392,27016.41337,26428.91566
11.63,70.5,0.087,43011.64557,26804.86322,26249.63855
11.43,71.2,0.095,42525.56962,26622.4924,26029.87952
11.28,71.7,0.091,42051.64557,26246.80851,25422.6506
11.07,72.4,0.087,41298.22785,26009.72644,25127.71084
10.88,72.8,0.086,40465.82278,25575.68389,24705.54217
10.86,73.0,0.088,39949.36709,25221.8845,24190.84337
10.85,72.6,0.086,39220.25316,24787.84195,23843.85542
10.78,72.6,0.087,38363.5443,24331.91489,23450.60241
10.69,72.7,0.085,37482.53165,23934.3465,23155.66265
10.63,72.5,0.086,36571.13924,23168.38906,22693.01205
10.33,73.5,0.084,35289.11392,22296.65653,21964.33735
9.97,75.5,0.087,34529.62025,21625.53191,21478.55422
9.8,76.3,0.086,33739.74684,20866.8693,20934.93976
9.91,76.1,0.089,32603.5443,20403.64742,20495.42169
10.02,75.0,0.086,31430.88608,19564.74164,19899.75904
9.98,74.2,0.085,30476.96203,18995.74468,19466.0241
9.79,75.1,0.086,29784.3038,18798.78419,18939.75904
9.66,75.3,0.087,28927.59494,18310.0304,18407.71084
9.5,76.6,0.084,28204.55696,17792.09726,17979.75904
9.36,76.9,0.083,27505.82278,17409.11854,17505.54217
9.21,77.2,0.083,26734.17722,16978.7234,17181.68675
9.29,76.8,0.084,26163.03797,16624.92401,16597.59036
8.79,78.2,0.083,25676.96203,16260.18237,16227.46988
8.77,78.6,0.084,25105.82278,15862.61398,15978.79518
8.78,78.5,0.084,24607.59494,15603.64742,15903.61446
8.83,78.3,0.083,24352.40506,15020.06079,15666.50602
9.1,77.9,0.084,24157.97468,14859.57447,15429.39759
9.3,76.2,0.087,23878.48101,14575.07599,15198.07229
9.51,76.1,0.083,23422.78481,14604.25532,15076.62651
9.57,74.3,0.085,23270.88608,14607.90274,15134.45783
9.63,74.3,0.085,23222.27848,14308.81459,15024.57831
9.86,73.2,0.088,22942.78481,14097.26444,14822.16867
9.95,71.1,0.082,22675.44304,13933.1307,14694.93976
9.85,70.8,0.083,22517.46835,13984.19453,14550.36145
9.48,73.2,0.085,22389.87342,13929.48328,14666.0241
9.27,74.4,0.082,22256.20253,13776.29179,14567.71084
9.26,74.4,0.087,22080.0,13747.11246,14486.74699
9.14,74.8,0.086,22019.24051,13834.65046,14527.22892
8.99,75.6,0.082,21970.63291,13670.51672,14561.92771
9.32,76.1,0.088,22086.07595,13831.00304,14440.48193
10.19,73.4,0.089,21922.02532,13710.6383,14411.56627
10.39,71.4,0.087,22001.01266,13572.03647,14457.83133
9.91,74.1,0.091,22146.83544,13601.21581,14330.60241
9.85,74.9,0.088,22043.5443,13415.19757,14388.43373
9.74,76.0,0.094,22122.53165,13473.55623,14434.6988
9.86,76.1,0.089,22225.82278,13542.85714,14324.81928
9.39,76.8,0.085,22529.62025,13732.5228,14434.6988
8.77,79.2,0.085,22620.75949,13823.70821,14446.26506
9.35,79.2,0.085,22979.24051,13845.59271,14683.37349
9.76,76.5,0.084,22948.86076,14108.20669,14816.38554
9.21,77.2,0.086,23052.1519,14319.75684,14816.38554
9.16,77.8,0.089,24145.82278,14669.90881,15423.61446
9.19,77.8,0.084,24947.8481,15395.74468,15689.63855
8.78,79.0,0.09,25038.98734,15238.90578,15568.19277
8.64,80.5,0.087,24978.22785,15136.77812,15383.13253
8.62,80.7,0.091,25203.03797,15450.45593,15307.95181
8.28,82.1,0.088,24935.6962,15563.52584,15105.54217
8.06,83.1,0.084,24480.0,15155.0152,14856.86747
8.23,83.6,0.084,23835.94937,15235.25836,14376.86747
8.19,83.0,0.089,23276.96203,15286.32219,13440.0
7.93,83.8,0.089,22869.87342,14958.05471,12173.49398
7.76,84.5,0.086,22784.81013,14688.1459,11583.61446
7.71,85.2,0.089,22693.67089,14782.97872,11352.28916
7.73,85.6,0.088,22790.88608,14914.28571,11196.14458
7.68,85.8,0.089,23428.86076,15268.08511,11213.49398
7.61,86.6,0.088,24516.4557,15702.12766,11491.08434
7.6,86.8,0.086,25269.87342,15895.44073,11647.22892
7.73,86.7,0.084,25847.08861,16384.19453,11924.81928
7.69,86.2,0.088,26564.05063,16821.8845,12358.55422
7.86,86.0,0.085,27293.16456,17029.78723,12555.18072
8.05,84.7,0.085,27991.89873,17405.47112,12682.40964
8.36,83.5,0.091,28617.72152,17668.08511,13017.83133
8.63,81.7,0.086,29079.49367,18218.84498,13422.6506
8.86,80.2,0.09,29431.89873,18718.54103,13839.03614
9.06,78.6,0.086,30161.01266,18984.80243,13937.3494
9.24,76.9,0.087,30464.81013,18572.64438,15354.21687
9.65,75.6,0.087,30999.49367,18244.3769,15886.26506
10.36,72.5,0.087,31558.48101,18339.20973,16158.07229
10.84,68.71,0.09,32111.39241,18536.17021,16291.08434
11.25,67.75,0.089,31643.5443,18860.79027,16603.37349
11.85,67.88,0.081,29529.11392,19159.87842,16880.96386
12.87,53.92,0.082,29820.75949,19440.72948,17239.51807
13.19,50.22,0.082,29984.81013,19626.74772,17424.57831
13.4,47.71,0.083,30410.12658,19648.63222,17332.04819
13.55,46.38,0.082,30823.29114,19626.74772,17459.27711
13.74,46.28,0.086,31278.98734,19747.11246,17621.20482
13.81,45.68,0.081,31540.25316,19969.60486,17840.96386
13.94,43.87,0.085,31552.40506,19768.99696,17881.44578
14.09,41.27,0.088,31607.08861,20064.43769,17887.22892
14.08,36.33,0.086,32123.5443,20184.80243,17956.62651
14.06,37.23,0.089,32281.51899,20232.21884,18205.3012
14.17,37.96,0.087,32524.55696,20352.58359,18326.74699
14.41,38.06,0.089,32403.03797,20301.51976,18546.50602
14.57,37.53,0.089,32202.53165,20407.29483,18459.75904
14.59,34.76,0.091,32506.32911,20359.87842,18552.28916
14.74,33.39,0.089,32749.36709,20327.05167,18789.39759
14.92,32.02,0.092,32542.78481,20301.51976,18887.71084
14.91,31.55,0.09,32567.08861,20308.81459,18795.18072
15.12,32.75,0.086,32664.3038,20421.8845,18621.68675
15.1,32.12,0.091,32712.91139,20330.69909,18401.92771
15.2,30.85,0.088,32646.07595,20465.6535,18448.19277
15.53,31.25,0.09,32980.25316,21585.41033,17100.72289
15.56,31.52,0.087,33545.31646,22168.99696,16747.95181
15.42,32.92,0.088,33642.53165,21873.55623,16776.86747
15.77,32.45,0.088,33411.64557,21662.00608,16736.38554
15.81,31.62,0.085,33988.86076,21778.7234,16747.95181
15.7,31.15,0.09,34292.65823,21953.79939,16747.95181
15.85,30.45,0.089,34274.43038,21953.79939,16713.25301
15.92,30.35,0.086,34821.26582,21942.85714,16857.83133
16.09,30.68,0.087,34055.6962,21862.61398,16817.3494
16.24,31.15,0.09,34316.96203,21683.89058,16794.21687
16.27,29.92,0.085,34116.4557,21417.62918,16771.08434
16.28,29.52,0.087,33569.62025,21282.67477,16557.10843
16.51,28.58,0.088,33290.12658,20928.87538,16493.49398
16.38,27.55,0.086,33618.22785,20710.0304,16366.26506
16.87,27.58,0.088,33533.16456,20906.99088,16395.18072
16.51,34.66,0.076,33198.98734,20772.03647,16285.3012
15.85,36.73,0.078,33126.07595,20410.94225,16389.39759
15.47,37.63,0.077,33666.83544,20793.92097,16765.3012
15.3,35.99,0.076,34310.88608,20830.39514,17366.74699
15.18,35.53,0.076,35270.88608,21271.73252,18430.84337
15.0,34.46,0.08,36662.27848,21920.97264,19651.08434
14.79,35.16,0.078,38764.55696,23452.88754,22126.26506
14.59,35.73,0.078,41395.44304,25097.87234,24144.57831
14.42,34.62,0.078,43212.1519,26275.98784,25116.14458
14.07,39.4,0.08,44275.44304,27034.65046,25451.56627
13.18,42.77,0.081,44858.73418,27027.35562,25584.57831
12.35,48.08,0.078,44694.68354,27147.72036,25694.45783
11.53,50.65,0.079,44579.24051,27271.73252,25804.33735
11.06,51.02,0.081,44828.35443,27165.95745,25717.59036
10.85,51.09,0.08,44603.5443,27001.82371,25515.18072
10.39,53.69,0.076,44202.53165,26892.40122,25364.81928
9.97,54.16,0.076,43844.05063,26644.3769,25445.78313
9.56,54.99,0.078,43728.60759,26720.97264,25613.49398
9.26,55.06,0.081,43716.4557,26560.48632,25526.74699
8.9,55.69,0.077,43704.3038,26600.6079,25463.13253
8.9,55.53,0.077,43540.25316,26410.94225,25283.85542
8.9,51.69,0.08,43935.18987,26451.06383,25526.74699
8.84,51.22,0.082,44469.87342,26680.85106,25758.07229
8.63,52.42,0.075,44251.13924,26575.07599,25642.40964
8.76,51.65,0.078,43716.4557,26677.20365,25411.08434
8.33,55.46,0.086,43771.13924,26812.15805,25301.20482
7.87,59.73,0.088,44153.92405,27195.13678,25405.3012
8.59,59.93,0.087,43910.88608,27114.89362,25422.6506
8.65,59.0,0.089,43224.3038,26710.0304,25266.50602
8.74,59.03,0.092,42768.60759,26658.96657,25069.87952
8.14,61.9,0.086,42458.73418,26538.60182,24925.3012
7.82,62.07,0.091,41978.73418,26188.44985,24769.15663
7.99,61.4,0.087,41431.89873,25688.7538,24422.16867
8.23,60.33,0.09,40721.01266,25469.90881,24023.13253
8.06,60.7,0.087,39870.37975,24955.6231,23676.14458
7.95,61.44,0.088,39335.6962,24426.74772,23300.24096
7.05,65.58,0.088,38418.22785,23846.80851,23040.0
6.719,67.58,0.09,37154.43038,23328.87538,22467.46988
6.756,67.95,0.084,35811.64557,22212.76596,21513.25301
6.795,67.71,0.084,34875.94937,21727.65957,21004.33735
6.358,69.52,0.09,33885.56962,21322.79635,20524.33735
6.479,69.68,0.087,32482.02532,20695.44073,20200.48193
6.472,68.91,0.084,31364.05063,20166.56535,19743.61446
6.013,71.4,0.084,30379.74684,19641.33739,19020.72289
5.75,72.9,0.083,29778.22785,19141.64134,18639.03614
5.648,73.4,0.085,28806.07595,18561.70213,18234.21687
5.611,73.7,0.085,28095.18987,17992.70517,17881.44578
5.557,74.0,0.091,27536.20253,17584.19453,17476.62651
5.361,74.8,0.084,26886.07595,17022.4924,17071.80723
5.138,75.8,0.083,26193.41772,16668.69301,16678.55422
5.053,76.1,0.087,25604.05063,16340.42553,16458.79518
5.235,76.3,0.086,25117.97468,15778.7234,16383.61446
5.453,75.2,0.087,24735.18987,15592.70517,16210.12048
5.469,74.1,0.086,24358.48101,15103.95137,15944.09639
5.481,73.9,0.091,23890.63291,14764.74164,15643.37349
5.593,73.4,0.087,23550.37975,14341.64134,15452.53012
5.643,72.8,0.091,23477.46835,14400.0,15088.19277
5.636,72.1,0.088,23319.49367,14235.86626,14862.6506
5.193,74.0,0.092,22912.40506,13973.25228,14874.21687
5.032,74.9,0.087,22711.89873,13914.89362,14799.03614
5.059,74.6,0.088,22511.39241,13765.34954,14735.42169
4.925,75.3,0.086,22590.37975,13947.72036,14619.75904
4.707,76.5,0.084,22481.01266,13765.34954,14492.53012
4.544,78.5,0.085,22681.51899,13761.70213,14509.87952
4.451,79.8,0.086,22596.4557,13787.23404,14457.83133
4.337,80.1,0.087,22493.16456,13703.34347,14486.74699
4.385,79.9,0.085,22432.40506,13674.16413,14475.18072
4.45,79.8,0.085,22134.68354,13644.9848,14382.6506
4.226,79.4,0.084,22256.20253,13659.57447,14261.20482
4.25,79.4,0.088,22408.10127,13553.79939,14272.77108
3.953,79.9,0.087,22383.79747,13856.53495,14272.77108
4.172,79.9,0.091,22341.26582,13666.8693,14272.77108
4.163,78.6,0.088,22104.3038,13619.45289,14122.40964
3.939,79.0,0.087,22274.43038,13794.52888,14209.15663
3.541,80.8,0.085,22584.3038,13798.17629,14232.28916
3.247,82.4,0.086,22547.8481,13714.28571,14226.50602
3.441,82.8,0.086,22906.32911,13903.95137,14376.86747
3.681,82.7,0.086,23052.1519,14093.61702,14480.96386
3.784,81.8,0.086,23416.70886,14451.06383,14723.85542
3.919,80.6,0.088,24303.79747,15096.65653,15290.60241
3.793,79.1,0.085,24905.31646,15767.78116,15226.98795
3.778,78.8,0.081,25409.62025,15614.58967,15117.10843
3.582,79.2,0.087,25470.37975,15446.80851,14989.87952
3.555,79.5,0.087,25525.06329,15519.75684,14827.95181
3.629,79.3,0.086,25579.74684,15443.16109,14822.16867
3.638,79.4,0.089,25063.29114,15191.48936,14585.06024
3.662,79.9,0.085,24388.86076,15249.84802,13948.91566
3.706,79.7,0.085,23805.56962,15348.32827,13231.80723
3.961,79.3,0.088,23374.17722,15180.54711,12144.57831
4.018,78.1,0.086,22936.70886,14586.01824,11491.08434
3.973,77.6,0.084,22906.32911,14542.24924,10999.51807
4.062,76.8,1.324,23027.8481,14575.07599,10883.85542
4.045,76.7,0.245,23744.81013,14801.21581,10999.51807
3.992,76.7,0.084,24449.62025,15490.57751,11225.06024
3.784,77.6,0.082,24978.22785,16081.45897,11386.98795
3.835,78.1,0.805,26120.50633,16223.70821,11635.66265
3.873,77.9,4.915,27177.72152,16810.94225,11843.85542
4.243,78.0,4.916,27262.78481,16924.01216,12208.19277
4.058,76.4,4.92,28283.5443,17383.58663,12676.62651
4.129,76.6,4.913,28939.74684,17941.64134,13017.83133
4.575,76.2,4.913,29541.26582,18233.43465,13133.49398
4.725,75.2,4.914,29310.37975,18598.17629,13428.43373
5.119,74.6,4.917,29893.67089,18503.34347,14613.9759
5.257,73.4,4.916,30871.89873,18153.19149,14787.46988
5.793,73.0,4.913,31704.3038,19721.58055,14035.66265
6.278,70.6,4.918,32384.81013,19896.65653,14307.46988
6.727,69.88,4.916,32804.05063,20199.3921,14625.54217
7.44,67.45,4.917,32870.88608,20629.78723,14943.61446
7.8,65.74,4.916,33308.35443,20965.34954,15400.48193
7.83,65.31,4.914,34001.01266,21224.31611,15683.85542
8.05,65.74,4.913,34493.16456,21381.15502,15932.53012
8.5,64.84,4.912,34961.01266,21490.57751,16140.72289
9.09,62.14,4.917,35520.0,21614.58967,16111.80723
9.72,61.27,4.919,35550.37975,21636.47416,16036.62651
10.25,60.03,4.913,35459.24051,22019.45289,16244.81928
10.94,59.77,4.917,35811.64557,22106.99088,16215.90361
11.67,58.1,4.913,35805.56962,22117.93313,16354.6988
12.2,54.92,4.918,35896.70886,22373.25228,16557.10843
12.55,54.92,4.916,35744.81013,22464.43769,16568.6747
13.12,55.13,4.916,36000.0,22373.25228,16643.85542
14.23,53.62,4.92,36054.68354,22613.98176,16996.62651
15.07,40.17,3.725,36151.89873,22303.95137,17083.37349
15.45,40.63,0.088,35872.40506,22190.88146,16996.62651
15.85,40.23,0.089,36364.55696,22063.22188,17008.19277
16.21,33.72,0.086,36601.51899,21742.24924,17083.37349
16.45,32.72,0.084,36267.34177,21687.53799,17170.12048
16.51,32.22,0.087,36309.87342,21676.59574,17152.77108
16.67,30.98,0.086,36054.68354,21311.8541,16950.36145
16.93,30.78,0.088,35720.50633,21472.34043,16950.36145
17.0,29.62,0.087,35957.46835,21702.12766,16933.01205
17.22,30.95,0.087,35501.77215,21643.769,16990.84337
17.41,29.18,0.085,35362.02532,21676.59574,16956.14458
